lens_id,lens_name,mount,focal_length,sharpness,aberration,bokeh,autofocus,handling,value,reviews,views,last_date,recommended_by,price,rating,description,image_link,lens_link
33,SMC Pentax-DA 18-270mm F3.5-6.3 ED SDM,7,6,7.9,7.9,8.5,9,9.1,8.5,9,"113,462","Sat December 30, 2023",89% of reviewers,$485.71 ,8.33,"The smc PENTAX-DA 18-270mm F3.5-6.3 ED SDM zoom lens features a 15X zoom ratio and a supersonic AF motor. It was introduced in September 2012 and replaces the long since discontinued smc Pentax-DA 18-250mm F3.5-6.3 ED AL (IF) . Like the older lens this new lens is also based on a Tamron lens. The lens has a built-in autofocus motor and no support for autofocus via a drive shaft. On older DLSRS (the *istD series, K100D and K110D) the lens will work in manual focus mode only. The lens features rounded aperture blades for a smooth bokeh.",https://www.pentaxforums.com/lensreviews/data/43/PentaxDA18-270mm.jpg,https://www.pentaxforums.com/lensreviews/smc-pentax-da-18-270mm-f3.5-6.3-ed-sdm.html
34,HD Pentax-DA 20-40mm F2.8-4 Limited DC WR,7,6,9.1,9.1,9.1,8.7,9.7,8.8,65,"291,983","Wed April 10, 2024",92% of reviewers,$692.35 ,9.16,"The HD Pentax-DA 20-40mm F2.8-4 Limited DC WR is the first zoom lens to join the Pentax lineup of ultra-compact ""limited"" lenses. This lens features a sleek all-metal barrel manufactured to very high standards. This is also the first Limited series lens to feature silent DC autofocus as well as a weather-sealed design. Like the other HD Limited lenses, this lens features Pentax's latest lens coating promising less ghosting and flare. As is standard for all premium Pentax lenses, this lens allows for full-time manual focus adjustments (Quick shift) and it is treated with Pentax's Super Protect coating to protect the front element from dust and scratches The lens covers a wide-angle to normal focal length range, and is compatible with Pentax APS-C DSLRs. It will be available in both black and silver in December, 2013 for $999.",https://www.pentaxforums.com/lensreviews/data/43/HD20-40_BK.jpg,https://www.pentaxforums.com/lensreviews/hd-pentax-da-20-40mm-f2.8-4-limited-dc-wr.html
35,SMC Pentax-DA* 50-135mm F2.8 ED [IF] SDM,7,6,9.4,9,9.2,7,9.1,8.5,155,"559,899","Sun June 9, 2024",94% of reviewers,$790.63 ,9.02,"Like all current DA lenses, the SMC Pentax DA* 50-135mm is designed only for Pentax APS-C DSLR cameras. It was announced in late February, 2007. It auto-focuses with an SDM ultrasonic motor on the K10D (firmware 1.30) and newer cameras. On older cameras the lens will auto-focus with the 'screw drive' mechanism.",https://www.pentaxforums.com/lensreviews/data/43/221200712935.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-DA-Star-50-135mm-F2.8-SDM-Zoom-Lens.html
36,SMC Pentax-DA 50-200mm F4-5.6 ED,7,6,6.7,7.2,7.1,6.1,8.5,8.2,59,"158,376","Tue April 30, 2024",86% of reviewers,$150.73 ,7.46,This compact lens features an extra-low dispersion (ED) glass element. It has been succeeded by a weather-resistant version.,https://www.pentaxforums.com/lensreviews/data/43/Pentax_50-200_2.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-DA-50-200mm-F4-5.6-Zoom-Lens.html
37,SMC Pentax-DA 50-200mm F4-5.6 ED WR,7,6,7.6,7.6,7.3,6.9,8.3,8.9,35,"226,495","Sat October 29, 2022",97% of reviewers,$156.15 ,7.86,This is the weather-resistant version of the 50-200mm zoom lens. The filter diameter has been reduced to 49mm.,https://www.pentaxforums.com/lensreviews/data/43/SMC_Pentax-DA_50-200mm_WR.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-DA-50-200mm-F4-5.6-WR-Weather-Resistant-Version-Zoom-Lens.html
38,SMC Pentax-DA 55-300mm F4-5.8 ED,7,6,8.3,8,7.8,6.8,8.6,9.2,119,"530,859","Thu March 30, 2023",96% of reviewers,$313.04 ,8.53,The Pentax DA 55-300mm telephoto zoom lens was released in 2008 and retired in 2013 in favor of a WR variant.,https://www.pentaxforums.com/lensreviews/data/43/SMC_Pentax-DA_55-300mm.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-DA-55-300mm-F4-5.8-Zoom-Lens.html
39,HD Pentax-DA 55-300mm F4-5.8 ED WR,7,6,8.5,8.4,8.1,7.2,9.1,9.1,40,"204,302","Fri March 22, 2024",95% of reviewers,$342.63 ,8.63,This weather sealed version of the 55-300mm lens was introduced in 2013 with a US MSRP of $449. The original version has been a favorite by many and with most Pentax DSLRs being weather sealed it makes a lot of sense that Pentax introduces it in a WR version. Another upgrade is the lens coating which now is of the more flare resistant HD type. The front element is SP (Super Protect) coated like on the predecessor. SP coating repels grease and finger prints and is easier to clean should it get dirty.,https://www.pentaxforums.com/lensreviews/data/43/pentax_hd_55-300mm_wr.jpg,https://www.pentaxforums.com/lensreviews/hd-pentax-da-55-300mm-f4-5.8-ed-wr.html
40,HD Pentax-DA 55-300mm F4.5-6.3 ED PLM WR RE,7,6,8.6,8.9,8.7,9.5,8.9,9.1,48,"179,084","Sun September 15, 2024",88% of reviewers,$389.03 ,8.89,"The HD Pentax-DA 55-300mm F4.5-6.3 ED PLM WR RE is a compact, weather-sealed APS-C telephoto zoom lens featuring a retractable barrel design. This lens also debuts PLM (Pulse Motor) autofocus technology and an electromagnetic aperture diaphragm to facilitate smooth focusing and exposure adjustments during video recording. Unlike earlier Pentax lenses, the aperture stop-down lever in the camera is not used to control the diaphragm of this lens. A DSLR launched in 2013 or later is needed to operate this new system (the K-500 is not compatible). The optical formula of this lens has been redesigned compared to the previous DA 55-300mm F4-5.8 . The new lens now has a rear-mounted focus ring and internal focus, is nearly 3 cm shorter when collapsed, but also loses about half a stop of light at both ends.",https://www.pentaxforums.com/lensreviews/data/43/HD_PENTAX-DA_55-300mm_F4_5-6_3_ED_PLM_WR_RE_front.jpg,https://www.pentaxforums.com/lensreviews/hd-pentax-da-55-300mm-f45-63-ed-plm-wr-re.html
41,SMC Pentax-DA* 60-250mm F4 ED [IF] SDM,7,6,9.4,9.1,9.2,8.5,9.2,9.1,67,"385,394","Wed October 23, 2024",99% of reviewers,"$1,128.52 ",9.52,"Like all current DA lenses, the SMC Pentax DA* 60-250mm is designed only for Pentax DSLR cameras. It was announced in late February, 2007. It auto-focuses with an SDM ultrasonic motor on the K10D (firmware 1.30) and newer cameras. On older cameras the lens will auto-focus with the 'screw drive' mechanism.",https://www.pentaxforums.com/lensreviews/data/43/SMC_Pentax-DA_60-250mm.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-DA-Star-60-250mm-F4-SDM-Zoom-Lens.html
42,SMC Pentax-DA L 18-50mm F4-5.6 DC WR RE,7,6,7.9,8.2,7.7,8.9,7.9,8.9,20,"77,467","Mon December 26, 2022",95% of reviewers,$89.28 ,8.5,"The smc PENTAX-DA L 18-50mm F4-5.6 DC WR RE kit lens launched in February 2015 was a welcome addition to the selection of kit lenses for the APS-C format due to its built-in autofocus motor for silent autofocusing. Focusing manually with the focusing ring engages the AF motor, which takes care of the focusing. This implies that this lens cannot be used on DSLRs without lens power contacts (K100D and older). As a first for Pentax this standard zoom lens is retractable for easy storage and portability. When retracted it measures but 41 mm in length. The lens is weather resistant making it useable in dusty environments or in light rain when paired with a whether-resistant Pentax DSLR. The lens features super-low dispersion glass elements and aspherical elements for improved image quality. This lens is only sold as a part of a camera/lens kit, and it has an HD coated counter part that is sold separately.",https://www.pentaxforums.com/lensreviews/data/51/18_50mm_dc_wr_re_pentaxforums.jpg,https://www.pentaxforums.com/lensreviews/smc-pentax-da-l-18-50mm-f4-56-dc-wr-re.html
43,SMC Pentax-DA L 18-55mm F3.5-5.6 AL,7,6,7.5,7.5,7.1,8,8.3,9,77,"222,422","Tue October 1, 2024",88% of reviewers,$51.61 ,7.7,"The SMC Pentax-DA L 18-55mm F3.5-5.6 is similar to its DA-series counterpart, the DA 18-55mm F3.5-5.6 AL II, except that it features a slightly lighter design, plastic mount, and no quick-shift focus functionality. It is included as a part of a camera kit and is not sold separately.",https://www.pentaxforums.com/lensreviews/data/51/SMC_Pentax-DAL_18-55mm.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-DAL-18-55mm-F3.5-5.6-Zoom-Lens.html
44,SMC Pentax-DA L 18-55mm F3.5-5.6 AL WR,7,6,7.3,7.8,7.2,7.9,8.1,8.6,13,"89,393","Fri December 4, 2020",85% of reviewers,$93.86 ,7.67,The Pentax-DA L 18-55mm F3.5-5.6 AL WR is a weather resistant version of the original DA L 18-55mm F3.5-5.6 AL featuring the same optical design. It is included as a part of a camera kit and is not sold separately.,https://www.pentaxforums.com/lensreviews/data/51/18_55mm_dal_wr_pentax.jpg,https://www.pentaxforums.com/lensreviews/smc-pentax-da-l-18-55mm-f3.5-5.6-al-wr.html
45,SMC Pentax-DA L 50-200mm F4-5.6 ED,7,6,8,8.4,7.9,8,8.4,9.1,17,"112,962","Tue January 10, 2023",100% of reviewers,$90.43 ,8.24,"The SMC Pentax-DA L 50-200mm F4-5.6 lens is similar to its DA-series counterpart, except that it features a slightly lighter design, plastic mount, and no quick-shift focus functionality. This lens is only available in camera kit bundles and does not come with a hood.",https://www.pentaxforums.com/lensreviews/data/51/SMC_Pentax-DAL_50-200mm_F4-5_6.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-DAL-50-200mm-F4-5.6-Zoom-Lens.html
46,SMC Pentax-DA L 50-200mm F4-5.6 ED WR,7,6,9,8.5,8.4,8.4,9.4,9.5,12,"90,365","Sat June 13, 2020",100% of reviewers,$82.82 ,9,The Pentax-DA L 50-200mm F4-5.6 ED WR is a weather-sealed version of the original DA L 50-200mm F4-5.6 ED featuring the same optical design.,https://www.pentaxforums.com/lensreviews/data/51/DAL50-200WR.jpg,https://www.pentaxforums.com/lensreviews/smc-pentax-da-l-50-200mm-f4-5.6-ed-wr.html
47,SMC Pentax-DA L 55-300mm F4-5.8 ED,7,6,8.6,8.2,8.3,7.5,8.3,9.7,44,"223,879","Mon February 28, 2022",100% of reviewers,$189.68 ,8.75,The DA L version of the SMC Pentax-DA 55-300mm lens is a budget variant that only comes bundled in camera kits. It lacks quick shift functionality and the bayonet is made of plastic rather than metal.,https://www.pentaxforums.com/lensreviews/data/51/smc_Pentax-DA_L_55-300_4-5_8_ED.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-DAL-55-300mm-F4-5.8-Zoom-Lens.html
48,HD Pentax-D FA 21mm F2.4 ED Limited DC WR,6,1,9.8,8.8,9.4,9.2,9.9,9.2,13,"48,866","Sat October 5, 2024",100% of reviewers,"$1,297.71 ",9.85,"The HD Pentax-D FA 21mm F2.4 Limited is the first full-frame Limited lens featuring a built-in silent autofocus motor and weather sealing. It is a premium ultra-wide lens with metal finish in the style of the FA Limited lenses and with an emphasis on top-notch optical performance. The aperture mechanism is controlled electronically (KAF4 mount)*. At 21mm this lens is a nice supplement to the FA limited lenses and to a walk-around zoom like the D FA 28-105mm zoom. Its optics incorporates four ED (Extra-low Dispersion) and one Super ED (Extra-low Dispersion) glass optical elements. RICOH states that this will minimize chromatic aberration and prevent color bleeding, not only in the main in-focus area, but also in the surrounding defocused areas. It also features a large-aperture negative meniscus optical element, a biconvex aspherical glass-mold optical element, and a high-refraction glass optical element in the first lens group, to reduce overall size despite its ultra-wide-angle design. RICOH claims that this lens will deliver outstanding imaging performance for sharp, crisp images without any fuzziness, even in peripheral areas. Stay tuned for our upcoming test of the D FA 21mm lens which will look into these claims. * Cameras compatible with this system are the K-50 and newer. For K-1, K-3 II, K-3, K-S2, K-S1 and K-50, the cameras firmware must be upgraded to the latest version. If this lens is mounted on a camera without proper firmware upgrade, its diaphragm control mechanism becomes inactive leaving the aperture fixed at F2.4, making it difficult to obtain correct exposure.",https://www.pentaxforums.com/lensreviews/data/33/dfa21mm_limited_black.jpg,https://www.pentaxforums.com/lensreviews/hd-pentax-d-fa-21mm-f24-ed-limited-dc-wr.html
49,HD Pentax-D FA* 50mm F1.4 SDM AW,6,3,10,9.3,9.8,9.6,9.3,9.4,38,"110,220","Thu August 8, 2024",100% of reviewers,"$1,020.74 ",9.81,"The HD Pentax-D FA* 50mm F1.4 SDM AW is a professional full-frame prime lens designed to deliver impeccable image quality for today's demanding cameras. It is the first star-series full-frame prime lens of the digital era. The HD Pentax-D FA * 50mm F1.4 SDM AW covers the full frame (24x36mm) format. On APS-C it works like a short telephoto lens. It features the latest KAF4 lens mount*, which incorporates electromagnetic aperture control. In addition, this is the first Pentax lens to use a ring-type autofocus motor which delivers significantly more torque than previous SDM motors. * Cameras compatible with this system are the K-50 and newer. For K-1, K-3 II, K-3, K-S2, K-S1 and K-50, the cameras firmware must be upgraded to the latest version. If this lens is mounted on a camera without proper firmware upgrade, its diaphragm control mechanism becomes inactive leaving the aperture fixed at F1.4, making it difficult to obtain correct exposure. Originally unveiled in February, 2017, the lens hit the market in July, 2018. In August of 2020 the limited quantity silver version was announced .",https://www.pentaxforums.com/lensreviews/data/33/HD_PENTAX-D_FA_50mm.jpg,https://www.pentaxforums.com/lensreviews/hd-pentax-d-fa-50mm-f14-sdm-aw.html
50,SMC Pentax-D FA 50mm F2.8 Macro,6,3,9.5,9.2,8.5,8.4,9.1,9.1,39,"243,327","Sun July 4, 2021",97% of reviewers,$299.73 ,9.21,The SMC Pentax-D FA 50mm F2.8 macro lens features 1:1 macro capabilities. It has the same optics as its FA and F series predecessors.,https://www.pentaxforums.com/lensreviews/data/33/SMC_Pentax-DFA_50mm_F28_Macro.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-DFA-50mm-F2.8-Macro-Lens.html
51,HD Pentax-D FA* 85mm F1.4 SDM AW,6,4,10,10,10,9.6,8.9,9.6,14,"51,791","Thu October 3, 2024",100% of reviewers,"$1,939.30 ",10,"The HD Pentax-D FA* 85mm F1.4 SDM AW is a professional full-frame prime lens designed to deliver impeccable image quality for today's demanding digital cameras. It is the second star-series full-frame prime lens of the digital era, the first being the D FA* 50mm F1.4 lens. The D FA * 85mm F1.4 is a short telephoto lens covering the full frame (24x36mm) format. It features the latest KAF4 lens mount*, which incorporates electromagnetic aperture control. It features a ring-type autofocus motor which delivers significantly more torque than previous SDM motors and the lens is weather sealed. The lens is rated for use from -10 degrees C to 40 degrees C and a humidity of 85% or less. The lens features three super ED glass lens elements and one aspherical element. The lens was officially announced on March 24, 2020 and become available in July 2020. In August 2020 a limited quantity silver version was announced . * Cameras compatible with this system are the K-50 and newer. For K-1, K-3 II, K-3, K-S2, K-S1 and K-50, the cameras firmware must be upgraded to the latest version. If this lens is mounted on a camera without proper firmware upgrade, its diaphragm control mechanism becomes inactive leaving the aperture fixed at F1.4, making it difficult to obtain correct exposure.",https://www.pentaxforums.com/lensreviews/data/33/HD_Pentax-D_FA_85mm_F1_4_SDM_AW_star_stock.jpg,https://www.pentaxforums.com/lensreviews/hd-pentax-d-fa-85mm-f14-sdm-aw.html
52,HD Pentax-D FA 100mm F2.8 ED AW Macro,6,4,10,9.8,10,9,9.8,10,6,"25,743","Sat April 13, 2024",100% of reviewers,$610.50 ,9.83,"The HD Pentax-D FA 100mm F2.8 ED AW Macro is the first Pentax macro lens with All Weather sealing (rather than traditional Weather Resistance), which provides protection from dust and moisture. Its optical formula has also been redesigned to improve image quality compared to its predecessor. and now incorporates one ED (Extra-low Dispersion) glass optical element and two Anomalous Dispersion glass optical elements to compensate for various aberrations and minimize the generation of the unwanted purple fringe effect. The lens coating has been upgraded to HD, which significantly reduces average reflectance in the visible ray spectrum. Like its predecessor the lens barrel is metal resembling the FA Limited lens line.",https://www.pentaxforums.com/lensreviews/data/33/pentax_100mm_macro_aw.jpg,https://www.pentaxforums.com/lensreviews/hd-pentax-d-fa-100mm-f28-ed-aw-macro.html
53,SMC Pentax-D FA 100mm F2.8 Macro WR,6,4,9.8,9.2,9.5,7.7,9.4,9.3,107,"468,728","Thu August 8, 2024",99% of reviewers,$556.09 ,9.55,"A weather-sealed version of the DFA 100mm f/2.8 macro lens. Maximum magnification is 1:1. The image circle of the lens covers the full 35mm film format as did its predecessor. Cosmetics have changed and build quality has been improved - the lens now has an aluminum barrel. This new lens does not have an aperture ring so it is not suitable for use on the older film cameras which do not allow for setting the aperture from the camera body, such as the LX, MX, ME, ME Super, K1000 etc. The aperture has rounded blades which should result in a pleasing and smooth rendering of out-of-focus areas (aka bokeh). Like all weather-sealed lenses, the D FA 100mm Macro has a rubber seal around the lens mount, which can be seen in the photo (colored red). The front element is SP (Super Protect) coated.",https://www.pentaxforums.com/lensreviews/data/33/smc_Pentax-D_FA_100_2_8_Macro_WRx800.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-DFA-Weather-Resistant-100mm-F2.8-Macro-Lens.html
54,SMC Pentax-D FA 100mm F2.8 Macro,6,4,9.6,8.5,9.4,7.1,8.2,9.2,40,"174,477","Fri March 13, 2020",100% of reviewers,$416.14 ,9,"This lens features a clamp and 1:1 macro magnification. Optically it is the same as the predecessor, the smc Pentax-FA 100mm F2.8 Macro, and optically also the same as the Weather Resistant successor.",https://www.pentaxforums.com/lensreviews/data/33/SMC_Pentax-D-FA_100mm_Macro.jpg,https://www.pentaxforums.com/lensreviews/SMC-Pentax-DFA-100mm-F2.8-Macro-Lens.html
55,HD Pentax-D FA 15-30mm F2.8 ED SDM WR,6,6,9.5,8.7,8.1,9.2,8,8.3,33,"129,819","Wed July 17, 2024",97% of reviewers,"$1,317.88 ",9.1,"The HD Pentax-D FA 15-30mm F2.8 ED SDM WR zoom lens was announced in February 2016. It complements the D FA 24-70mm F2.8 and the D FA* 70-200mm F2.8 zooms so that Pentax users have access to fast F2.8 pro level zoom lenses covering the entire range from 15 mm to 200 mm. On a full frame DSLR the field of view covers that from extreme wide angle to moderate wide angle. The lens can also be used on DSLRs with an APS-C size sensor, but the field of view is much reduced. The HD Pentax-DA* 11-18 mm F2.8 or the smc Pentax-DA 12-24 mm F4 are the better (and lighter) options for APS-C shooters. The 15-30 mm zoom features nine rounded diaphragm blades for smooth Bokeh and it has a number of seals making it weather resistant. The front element is SP coated which helps repel water drops and grease. The lens also features Quick Shift. The lens hood is an integral part of the lens barrel and filters cannot be used due to the massive, protruding front element. The lens has a built-in SDM autofocus motor and no provision for screw drive autofocus. Autofocus is thus available only with the K10D and K100D Super, and all newer cameras. The lens has no aperture ring and is primarily intended for use on DSLR cameras. It can be used, though, on film cameras that have P and Tv automation or where the aperture can be controlled by an e-dial on the camera. On film cameras focusing is manual only. At 1040 g/36.7 oz. this lens is a bit heavy.",https://www.pentaxforums.com/lensreviews/data/71/pentax_dfa_15-30mm_lens.jpg,https://www.pentaxforums.com/lensreviews/hd-pentax-d-fa-15-30mm-f28-ed-sdm-wr.html
56,HD Pentax-D FA 24-70mm F2.8 ED SDM WR,6,6,9.2,9,8.7,8.8,8.6,8.6,28,"177,546","Sat July 27, 2024",93% of reviewers,"$1,106.96 ",9.04,The HD PENTAX-D FA 24-70mm F2.8 ED SDM AW zoom lens was announced in September 2015 as the third zoom lens developed with the Pentax full frame DSLR in mind. On a full frame the field of view covers a very useful range from ultra wide angle to short tele. The lens can also be used on DSLRs with an APS-C size sensor; here the field of view goes from moderate wide angle to telephoto. The lens features rounded diaphragm blades for smooth Bokeh and it has a number of seals making it weather resistant. Other features are Quick Shift and a zoom lock button intended to prevent the zoom from extending when pointed downwards. The lens has a built-in SDM (Supersonic Direct-drive motor) autofocus motor and no provision for screw drive autofocus. Autofocus is thus neither possible with the K100D/K110D or *istD series cameras nor with film SLR cameras. As per RICOH the SDM autofocus motor is of a new generation. Hopefully this means that it is more reliable than the SDM motors introduced back in 2007. The lens is essentially a rebadged Tamron SP 24-70mm F2.8 Di VC USD lens from 2013 with the in-lens stabilization mechanism removed.,https://www.pentaxforums.com/lensreviews/data/71/HDPentax-DFA-24-70_ax.jpg,https://www.pentaxforums.com/lensreviews/hd-pentax-d-fa-24-70mm-f28-ed-sdm-wr.html
57,HD Pentax-D FA 28-105mm F3.5-5.6 ED DC WR,6,6,8.6,8.5,7.8,9,9.3,9.1,43,"177,240","Tue October 22, 2024",91% of reviewers,$453.92 ,8.9,"The HD Pentax-D FA 28-105mm F3.5-5.6 ED DC WR zoom lens was announced in February 2016 as a kit lens for the Pentax K-1 full frame DSLR which was launched at the same time. On a full frame the field of view covers a very useful range for a walk around lens. The lens can also be used on DSLRs with an APS-C size sensor; here the field of view goes from standard lens to telephoto. The lens features nine rounded diaphragm blades for smooth Bokeh and it has a number of seals making it weather resistant. The front element is SP coated which helps repel water drops and grease, Other features are Quick Shift and a ""window"" in the lens hood which makes it easy to rotate a polarizing filter when one is attached. The lens has a built-in DC autofocus motor and no provision for screw drive autofocus. Autofocus is thus available only with the K10D and K100D Super, and all newer cameras. The lens has no aperture ring and is primarily intended for use on DSLR cameras. It can be used, though, on film cameras that have P and Tv automation or where the aperture can be controlled by an e-dial. On film cameras focusing is manual only. At 440 g/15.5 oz the lens is relatively light without being flimsy.",https://www.pentaxforums.com/lensreviews/data/71/pentax_dfa_28-105mm_with_hood.jpg,https://www.pentaxforums.com/lensreviews/hd-pentax-d-fa-28-105mm-f35-56-ed-dc-wr.html
58,HD Pentax-D FA* 70-200mm F2.8 ED DC AW,6,6,9.9,9.5,9.4,9.2,8.7,8.6,26,"145,655","Wed March 2, 2022",100% of reviewers,"$1,610.12 ",9.68,"The HD PENTAX-D FA* 70-200mm F2.8 ED DC AW telephoto zoom lens was announced at the CP+ tradeshow in February, 2015 preceding the announcement of the K-1 Pentax 24x36mm full-frame DSLR. Together with the HD Pentax 150-450mm extreme telephoto zoom lens these are the first Pentax lenses to cover the 24x36 mm full-frame format since the D FA 100mm F2.8 WR lens, which was introduced back in 2009. While this lens is designed for the 24x36mm full-frame format it can also be used on cameras with the APS-C sensor format. With a respectable maximum aperture of F2.8 and rounded diaphragm blades for smooth Bokeh this zoom can be used as a portrait lens in addition to its more traditional use for sports, wild life and distant landscapes. This lens is pro-grade as indicated by its star designation and also by its feature list: * All-weather protection (AW) * HD coating * SP coating of the front element * Aerobright II nano-coating of the inner elements * Four super-low dispersion elements, two ED elements and two super ED elements with properties like flourite elements * Enhanced Quick-shift function via a three-way switch on the barrel * Focus limiter * Tripod mount The lens hood has the for Pentax traditional removable piece that allows for easy adjustment of an attached polarizing filter. The lens has a built-in DC type autofocus motor and no provision for screw drive autofocus. Autofocus is thus not possible with the K100D/K110D and *istD series cameras. Autofocus is not available with film cameras. In August of 2020 a limited quantity silver version was announced.",https://www.pentaxforums.com/lensreviews/data/71/HD_Pentax-D_FA_70-200_2_8_ED_DC_AW_star.jpg,https://www.pentaxforums.com/lensreviews/hd-pentax-d-fa-70-200mm-f28-ed-dc-aw.html
